phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	34	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	"include/drivers/pci-xhci.h": "604020a340533fa878ca595e0c562c13827b5b4b173b1e918b27dca11f1059a1",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	35	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "493de61098400ae75c41c85cbedb0f49b00045a2771607a4e6ff13564f404b34",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	36	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	"include/drivers/usb-cdc-ecm.h": "1bce9f07ccc83081855c2636a66b77ecdf70d986aa402837b4e90bc6124702b9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	37	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	"include/drivers/usb-cdc-ncm.h": "41f8c05cd2e642b18db88e7fe55b7c95da79273bcdc2af238e2311d77fda95eb",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	38	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	"include/drivers/usb-hid.h": "c9d70d42711b76c4ba2899a3cfcd1f892654544b9aa0e706ef1ddb39d3512827",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	39	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	"include/drivers/usb-rtl8822bu.h": "e27d7ce8d183636088c52c33ea9279835037554d0987ef21cf639d39afb9613c",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	40	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	"include/drivers/usb-storage-bot.h": "253a659a6d713f4708039babb231aedb4905b400e828410c47b660f3dab17478",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	41	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	"include/drivers/usb-storage-scsi.h": "56fec14ff3e89dba22dc00b360b8f3c2b98bb7eb52975412f8e6c55729b42c9d",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	42	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	"include/drivers/usb-storage.h": "8cb358d581ac874841fc5a8712a9de71e8913500210d0c9e5e2dc15cad5eadac",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	43	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	"include/drivers/usb-uas.h": "3f0d5c32ba812f6f7a4d0e467b1bbba037e77a41efdeece798d4c52a05a0c2b9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	44	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	"include/drivers/usb.h": "3ed5fccb0323ee05b8c296286f08d50f78e288bd1a9e96d07957fb5c4cbef624",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze-before-fault-fixture-fix.json	45	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "168c5136914f96bc363b44b2a57a649424f97b3e7a9f06ec9b9a95fb0147aaac",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	9	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": "febecc17ce8aa8e50a59b664c4751bd3a58c51a266b39af57685d441589811dc",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	10	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	"include/drivers/dma.h": "0f7c39f24c97ddb3b65e8015d2f01158d6df01decfc1a70223aac6513df80504",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	11	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	"include/drivers/dp8390.h": "0b41d2d569e82c90bd6ae9f69c78bf17063a31d2472ea93f5d4e993d5c2f7c6d",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	12	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "4a4e870e34ab7c6bb31a9e6911fd5b16ea58c7cc756a6e01eec1ec96aa8766e0",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	13	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	"include/drivers/gpu-fence.h": "90a0b3cf39b253fabee9da570609590cc63cf5ee8d83d6389a61f2c7e3969762",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	14	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	"include/drivers/gpu-scanout.h": "2122cdcc9d48ea74323c629a1782bdaa33fb9d7864ea1539383b4a5da860a0a6",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	15	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	"include/drivers/gpu-share.h": "2e8a8aec2a9427b6628eb0a5ec011d6efc0a04c987953e3d2597b5b320639e62",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	16	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "bbe8278715e6bab484ef701bcc505c6e10721f5a5fd6cf859b15ca6e209e3a21",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	17	include/drivers/graphics/pc98.h	stale: path -> include/drivers/platform/pc98/graphics/pc98.h	"include/drivers/graphics/pc98.h": "a346cb98f87db7df30e7ffa64e6c03b9cb01521b617a38106dea6b50f7c6a548",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	18	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	"include/drivers/graphics/pcat.h": "b09c0dd687645f48fd3534dd390dfe92f94e3d7eba5342fb504d274ae1e62949",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	19	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	"include/drivers/hid/hid-report.h": "89c635e97ec2d32ebe7ead9d9bd7ecba9ec5b389509aaae359b3981c0a8c05b9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	20	include/drivers/hid/pc98-busmouse.h	stale: path -> include/drivers/platform/pc98/pc98-busmouse.h	"include/drivers/hid/pc98-busmouse.h": "e42670f1bb0c49305298ae8b30ffec39a5eff9a3d7bc9d949e037b216ac857de",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	21	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	"include/drivers/hid/ps2-8042.h": "6bc0d8456eaa608ce83bc7b6f9bceafceedcaccdccf6941471044b0ae0cebb39",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	22	include/drivers/pc98-lgy98.h	stale: path -> include/drivers/platform/pc98/pc98-lgy98.h	"include/drivers/pc98-lgy98.h": "b50cfe8d1fcca899203f7056942e09f4f0dab22653b052c4196a500825eb843d",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	23	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	"include/drivers/pcat-ide.h": "8c574a9b0619c06b8ad90702f27b91120b9a2b6d884595e160b7a36964092f32",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	24	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	"include/drivers/pcat-ne2000.h": "4c86ecfe40cd2026cdf1b725b9254632f9fe1c36250b67e6de207d0318dcaf2a",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	25	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	"include/drivers/pci-ehci.h": "0ffd4a67865b79c3531374308225ec760274222103e724f05953ebeb7abe9cce",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	26	include/drivers/pci-intel-ax211.h	stale: path -> include/drivers/wifi/intel-ax211/pci-intel-ax211.h	"include/drivers/pci-intel-ax211.h": "11e549e961691a2e218daf4865451d7757e3c1c2d483c6a81de630f565f0c067",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	27	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	"include/drivers/pci-nvme-protocol.h": "a6a78400503800ecd6d977f610778e2246dbe0d2c777651ab8ffc05860ed4204",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	28	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	"include/drivers/pci-nvme.h": "88ef5dead927b7d1c20677865a75b3b694267bbdee1c039ba6a8ed1162605ff6",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	29	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	"include/drivers/pci-pcat.h": "c9aca92765fbd824233f4fb40cf61598fee8e8445b717d9c127a20cab29162df",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	30	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	"include/drivers/pci-uhci.h": "bac4e3340f853f20e89b540921e0e88ae2df2eddc6858a7823e96249925e3242",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	31	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	"include/drivers/pci-xhci-capability.h": "bd88e57ee8e0e90977e2a9b8fff132a352c606b9eece94f86cf40bbff84246c1",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	32	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	"include/drivers/pci-xhci-control.h": "965397402d487707de5b3f7d2d2ca28181110768578ff4b085acffe8f374a4b0",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	33	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	"include/drivers/pci-xhci-lifecycle.h": "46f13c875b03e597576895295f4eb157394c973d247ddf86bfc7124eef56c8c9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	34	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	"include/drivers/pci-xhci.h": "604020a340533fa878ca595e0c562c13827b5b4b173b1e918b27dca11f1059a1",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	35	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "493de61098400ae75c41c85cbedb0f49b00045a2771607a4e6ff13564f404b34",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	36	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	"include/drivers/usb-cdc-ecm.h": "1bce9f07ccc83081855c2636a66b77ecdf70d986aa402837b4e90bc6124702b9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	37	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	"include/drivers/usb-cdc-ncm.h": "41f8c05cd2e642b18db88e7fe55b7c95da79273bcdc2af238e2311d77fda95eb",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	38	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	"include/drivers/usb-hid.h": "c9d70d42711b76c4ba2899a3cfcd1f892654544b9aa0e706ef1ddb39d3512827",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	39	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	"include/drivers/usb-rtl8822bu.h": "e27d7ce8d183636088c52c33ea9279835037554d0987ef21cf639d39afb9613c",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	40	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	"include/drivers/usb-storage-bot.h": "253a659a6d713f4708039babb231aedb4905b400e828410c47b660f3dab17478",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	41	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	"include/drivers/usb-storage-scsi.h": "56fec14ff3e89dba22dc00b360b8f3c2b98bb7eb52975412f8e6c55729b42c9d",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	42	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	"include/drivers/usb-storage.h": "8cb358d581ac874841fc5a8712a9de71e8913500210d0c9e5e2dc15cad5eadac",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	43	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	"include/drivers/usb-uas.h": "3f0d5c32ba812f6f7a4d0e467b1bbba037e77a41efdeece798d4c52a05a0c2b9",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	44	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	"include/drivers/usb.h": "3ed5fccb0323ee05b8c296286f08d50f78e288bd1a9e96d07957fb5c4cbef624",	exempt
p002	plan-records	plan/ws014/phase009/source-freeze.json	45	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "168c5136914f96bc363b44b2a57a649424f97b3e7a9f06ec9b9a95fb0147aaac",	exempt
p002	plan-records	plan/ws014/phase010/core-verification/checkpoint-s1s2s4b6.json	10	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "00a9dede8cca49aeba230c6c94f1d582ed3d46b93ba08130595b0debd17caf19",	exempt
p002	plan-records	plan/ws014/phase010/core-verification/verification.json	40	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "7a20b3531f9065a455568be8f2c3beb568fec1eebd37c987b116618786f57962",	exempt
p002	plan-records	plan/ws014/phase010/results.md	68	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	| include/drivers/gpu.h | `7a20b3531f9065a455568be8f2c3beb568fec1eebd37c987b116618786f57962` |	exempt
p002	plan-records	plan/ws018/phase002/phase.md	127	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	`include/drivers/disklabel.h`; the generic registry and scan policy remain	exempt
p002	plan-records	plan/ws018/phase008/phase.md	50	include/drivers/hid/	stale: path -> 	include/drivers/hid/ps2-mouse.h	exempt
p002	plan-records	plan/ws018/phase008/phase.md	51	include/drivers/hid/pc98-busmouse.h	stale: path -> include/drivers/platform/pc98/pc98-busmouse.h	include/drivers/hid/pc98-busmouse.h	exempt
p002	plan-records	plan/ws018/phase008/phase.md	195	include/drivers/hid/	stale: path -> 	`src/drivers/hid/` and `include/drivers/hid/` paths.  Each driver owns its	exempt
p002	plan-records	plan/ws025/phase004/phase.md	23	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	- `include/drivers/dma.h`	exempt
p002	plan-records	plan/ws025/phase009/phase.md	19	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	- `include/drivers/usb.h`	exempt
p002	plan-records	plan/ws025/phase024/phase.md	26	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	- `include/drivers/dma.h`	exempt
p002	plan-records	plan/ws025/phase024/phase.md	28	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	- `include/drivers/usb.h`	exempt
p002	plan-records	plan/ws025/phase025/results.md	12	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	include/drivers/usb-storage-scsi.h and tested 4096 current/deferred/ASCQ combinations	exempt
p002	plan-records	plan/ws025/phase029/phase.md	98	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	- `include/drivers/usb.h`	exempt
p002	plan-records	plan/ws025/phase029/phase.md	134	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	対象: src/drivers/usb/（新UAS owner）、include/drivers/usb.h、src/drivers/pci/pci-xhci.c、src/kern/disk.c。	exempt
p002	plan-records	plan/ws025/phase029/transport-design.md	7	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	`include/drivers/usb-uas.h`. `tests/run-uas-descriptor-host.sh` compiles the	exempt
p002	plan-records	plan/ws026/ws.md	58	include/drivers/hid/	stale: path -> 	`plan/ws018/tests/run-input-hid-host-test.sh` が、削除済みの `include/drivers/hid/ps2-mouse.h` と存在しない `src/drivers/hid` を参照していて動かない（ws035-p002で発見、移動前から失敗）。直すか廃止するかを、このWSで扱う。	exempt
p002	plan-records	plan/ws029/i915-design.md	64	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	include/drivers/i915.h  drv_i915_pci_driver_register() だけ公開	exempt
p002	plan-records	plan/ws029/phase002/phase.md	29	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	2. **公開 header と内部 header**: `include/drivers/i915.h`（`int drv_i915_pci_driver_register(void);` だけ）、`src/drivers/gpu/i915/internal.h`（設計資料 §4 の構造体、`I915_ENGINE_RCS0=0`/`I915_ENGINE_BCS0=1`、`I915_RCS0_BASE 0x2000`/`I915_BCS0_BASE 0x22000` は `.inc` の値を参照）。	exempt
p002	plan-records	plan/ws029/phase002/phase.md	51	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	- `include/drivers/i915.h`: `drv_i915_pci_driver_register()` のみ公開。	exempt
p002	plan-records	plan/ws029/results-q314.md	27	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	- `include/drivers/i915.h`。build 配線（`Makefile`、`platform/amd64/vmunix.mk`、`src/kern/platform/pcat.c`、`config/drivers/pci.drivers`、`config/kernel-options.list`）。	exempt
p002	plan-records	plan/ws029/ws.md	108	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	- `include/drivers/i915.h`: `drv_i915_pci_driver_register()` のみ公開。	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/pci-source.json	5	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	350	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	351	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	352	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	353	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	398	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	399	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	400	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-001-local-result.json	401	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	390	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	391	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	392	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	393	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	438	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	439	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	440	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase002/checkpoint002-evidence/q308-aperture256-002-local-result.json	441	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	890	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	891	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "86cdf978bd0406a42529c29a03de01624036edf6e1a7dcfecc8465de5ab8c4c6",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	892	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	893	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	1000	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	1001	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "86cdf978bd0406a42529c29a03de01624036edf6e1a7dcfecc8465de5ab8c4c6",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	1002	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-lifecycle-001-local-result.json	1003	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	728	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	729	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	730	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	731	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	837	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	838	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	839	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-001-local-result.json	840	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
